Radius,Location,Fjord_acr,Station,Samp label,St_name,Distance
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"2747"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"2890"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"2648"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"2347"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"2443"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"3567"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"2298"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"2294"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"2199"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"4388"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"2437"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"2779"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"8288"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"2645"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"2357"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"2540"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"1445"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"2555"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"3913"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"4954"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"33562"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"33551"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"2852"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"4341"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"3271"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"1120"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"1248"
"3000",Balsfjord,BA,J,FISHDIV_BA_J,BA_J,"9926"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"3778"
"3000",Balsfjord,BA,J,FISHDIV_BA_J,BA_J,"18920"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"4330"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"4593"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"5410"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"6157"
"3000",Balsfjord,BA,J,FISHDIV_BA_J,BA_J,"15360"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"3353"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"3568"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"2345"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"2813"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"3230"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"2221"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"2372"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"3006"
"2000",Bergsfjord,BE,H,FISHDIV_BE_H,BE_H,"2665"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"3003"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"2581"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"1957"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"2207"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"3953"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"3295"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"1808"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"9591"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"1171"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"8582"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"1317"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"18582"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"1558"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"15022"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"9225"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"961"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"1050"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"6569"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"704"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"780"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"3827"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"906"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"4760"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"6920"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"638"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"639"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"2819"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"3083"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"660"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"5067"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"773"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"1021"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"5214"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"700"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"2456"
"3000",Balsfjord,BA,K,FISHDIV_BA_K,BA_K,"2884"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"658"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"2621"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"2098"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"2233"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"2480"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"3895"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"2366"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"3039"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"2269"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"4449"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"8373"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1542"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1525"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1947"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"1069"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1708"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"1238"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1638"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1405"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"3644"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"892"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"966"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1699"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"629"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1335"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"650"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1329"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1337"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"693"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1646"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"768"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"902"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1879"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"2644"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1531"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"893"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"912"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1383"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1305"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"1013"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"7800"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"11435"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"940"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"9037"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"1573"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"1337"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"3345"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"4348"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"7448"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"1137"
"2000",Bergsfjord,BE,A,FISHDIV_BE_A,BE_A,"2225"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"2053"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"1233"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"1428"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"1690"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"939"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"990"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"1082"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"968"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"929"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"3705"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"920"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"3007"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"2235"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"1945"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"689"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"647"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"14745"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"629"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"5486"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"1268"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"4963"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"761"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"880"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"8403"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"2977"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"3886"
"3000",Balsfjord,BA,F,FISHDIV_BA_F,BA_F,"2574"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"2223"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"2507"
"750",Odelfjord,OL,A,FISHDIV_OL_A,OL_A,"874"
"750",Odelfjord,OL,A,FISHDIV_OL_A,OL_A,"598"
"750",Odelfjord,OL,A,FISHDIV_OL_A,OL_A,"1113"
"750",Odelfjord,OL,A,FISHDIV_OL_A,OL_A,"1217"
"750",Odelfjord,OL,A,FISHDIV_OL_A,OL_A,"837"
"750",Odelfjord,OL,A,FISHDIV_OL_A,OL_A,"919"
"750",Odelfjord,OL,A,FISHDIV_OL_A,OL_A,"630"
"750",Odelfjord,OL,A,FISHDIV_OL_A,OL_A,"709"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"1168"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"1044"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"1588"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"1321"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"2093"
"750",Odelfjord,OL,A,FISHDIV_OL_A,OL_A,"589"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2762"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"4172"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"3138"
"2000",Bergsfjord,BE,B,FISHDIV_BE_B,BE_B,"8083"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"4337"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"3548"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"5988"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"5474"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2719"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"1797"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"2020"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"2289"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"1756"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2441"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2494"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"1796"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"1664"
"3000",Balsfjord,BA,B,FISHDIV_BA_B,BA_B,"2620"
"2000",Bergsfjord,BE,C,FISHDIV_BE_C,BE_C,"2571"
